,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
117,161,Clothing,4,4,159,38.8403,,13814,1,No,No,No,Yes,No,Not VIP,2018-01-17 21:47:22.916000+00:00,142469,,14661,1,3,,2,2,3,1115,13821,T4,,4,110792.0
118,1118,Jewellery,16,16,8,5.0083,Other,124349,1,Yes,Yes,No,No,Yes,VIP New,2018-02-11 06:00:25.186000+00:00,279434,app,144518,1,4,,6,2,17,1168,124379,T3,,4,198521.0
119,71,Baby Boy Clothing,41,41,28,5.0,"Babies' Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, except those imported as parts of sets",39857,1,No,Yes,No,Yes,No,Not VIP,2018-01-26 23:47:26.796000+00:00,195257,app,43834,1,4,,5,2,340,74,39867,T4,T4,3,145863.0
120,196,Bags,27,27,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",25961,1,No,No,No,Yes,No,Not VIP,2018-01-12 17:20:03.403000+00:00,383288,web,28133,924,3,,1,3,17,325,25969,,,3,259379.0
121,19,Clothing,41,41,16,21.2546,Jackets and blazers,154551,1,No,Yes,No,Yes,Yes,VIP,2018-01-04 05:59:51.633000+00:00,17041,,181915,1,4,,2,2,47,17,154583,T1,T1,3,15403.0
122,9,Shoes,12,12,20,0.0,N/D,53853,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-09 14:58:30.656000+00:00,69988,,11878,1,4,,4,2,28,363,53865,VIP,VIP,6,5739.0
123,170,Clothing,4,4,1,0.0,"Blouses, shirts and shirt-blouses",16919,1,No,No,No,Yes,Yes,Not VIP,2018-01-12 00:44:01.206000+00:00,100602,web,18045,921,3,,2,2,9,471,16926,T2,T2,3,81460.0
124,33,Clothing,5,5,1,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",14167,1,No,No,No,Yes,No,Not VIP,2018-01-03 14:47:12.303000+00:00,13079,web,15049,1,3,,2,2,9,200,14174,T3,T4,3,11919.0
125,509,Clothing,1,1,1,13.1424,"Coats: overcoats, raincoat, cape, cloaks and similar articles",33030,1,No,No,No,No,No,Not VIP,2018-01-13 10:48:27.593000+00:00,375444,web,36118,1,1,,2,2,19,15,33039,,,4,255422.0
126,11,Clothing,40,40,4,5.8485," T-shirts, singlets and other vests",2150,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-08 08:53:53.996000+00:00,46035,app,2212,921,4,,5,2,14,138,2153,VIP,VIP,3,39895.0
127,103,Clothing,11,11,1,0.0,"Trousers, overalls, shorts",65537,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-11 14:47:21.013000+00:00,95268,web,73305,924,3,,1,3,221,48,65554,T4,T4,3,77519.0
128,158,Clothing,16,16,2,17.0858,Jackets and blazers,8836,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 14:09:55.290000+00:00,53286,app,9300,921,4,,2,2,182,85,8841,T4,,3,45718.0
129,72,Clothing,46,46,1,5.008,"Blouses, shirts and shirt-blouses",41519,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-08 11:46:07.400000+00:00,50131,web,45753,921,4,,2,2,18,459,41529,T2,T3,3,43198.0
130,97,Shoes,5,5,4,0.0,Other footwear,26279,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-01 19:17:12.296000+00:00,376845,web,28487,1,3,,2,2,38,39,26287,,,3,256148.0
131,12,Clothing,12,12,1,39.2339,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",31913,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-18 05:19:54.436000+00:00,144067,app,64240,1,4,,2,2,21,116,31922,T3,T4,3,111878.0
132,572,Clothing,4,4,1,0.0,,98921,1,Yes,Yes,No,No,No,Not VIP,2018-02-06 15:05:41.290000+00:00,254277,web,135124,1,3,,1,3,27,2,98944,T4,,3,183058.0
133,704,Shoes,1,1,8,0.0,Footwear with outer soles of rubber or plastics,9918,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 20:19:42.283000+00:00,377954,,10456,921,1,,6,2,322,614,9924,T4,T4,3,54056.0
134,20,Clothing,5,5,1,0.0,"Pantyhose, tights",13269,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-14 13:21:09.096000+00:00,123297,app,14063,1,3,,2,2,17,95,13276,T2,T2,3,97362.0
135,22,Bags,7,7,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",61679,0,Yes,Yes,No,No,Yes,Not VIP,2018-01-11 20:19:43.960000+00:00,386098,web,68841,304,1,,2,2,17,15,61694,T2,T2,8,81110.0
136,108,Clothing,5,5,1,0.0,"Blouses, shirts and shirt-blouses",119113,1,Yes,Yes,No,Yes,No,VIP,2018-01-09 22:29:14.876000+00:00,74887,app,137890,924,3,,2,2,44,11,119141,T1,T1,3,62278.0
137,12,Clothing,54,54,1,0.0,"Trousers, overalls, shorts",61043,1,No,No,No,Yes,No,VIP,2018-01-10 17:37:20.353000+00:00,85018,web,68096,924,3,,1,3,42,81,61057,T4,T4,3,69986.0
138,29,Clothing,45,45,26,0.0," T-shirts, singlets and other vests",110158,1,Yes,Yes,No,No,Yes,VIP,2018-02-06 09:26:04.666000+00:00,252597,app,126808,1,4,,2,2,14,26,110182,T1,T1,4,182045.0
139,33,Clothing,9,9,20,0.0,,67008,1,No,No,No,No,No,Not VIP,2018-01-26 20:21:05.156000+00:00,390418,web,74975,1,3,,1,3,3,106,67025,,,3,262976.0
140,92,Shoes,2,2,1,32.2021,Footwear with outer soles of rubber or plastics,6188,1,No,No,No,No,No,Not VIP,2018-02-03 00:11:04.146000+00:00,373906,web,16386,1,1,,2,2,152,104,6192,T2,T2,1,149557.0
141,2,Clothing,11,11,1,0.0,"Trousers, overalls, shorts",6437,1,Yes,No,No,Yes,Yes,VIP,2018-01-31 19:30:03.583000+00:00,222495,app,6714,1,3,,1,3,29,132,6441,T1,T4,4,163420.0
142,14,Shoes,3,3,1,0.0,Footwear with outer soles of rubber or plastics,10594,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-11 03:49:40.536000+00:00,89787,web,11165,924,2,,3,2,23,366,10600,,,1,56979.0
143,5,Shoes,4,4,1,0.0,Other footwear,63126,1,No,No,No,No,Yes,Not VIP,2018-02-13 19:30:43.956000+00:00,388782,web,70518,5091,3,,1,3,31,247,63142,,,3,262160.0
144,37,Clothing,1,1,21,20.2464,"Blouses, shirts and shirt-blouses",62355,1,Yes,Yes,No,No,Yes,VIP New,2018-01-28 19:53:04.543000+00:00,204908,app,69618,1,1,,5,2,114,36,62371,VIP,T1,3,12123.0
145,322,Shoes,4,4,1,0.0,Other footwear with outer soles of leather,96023,1,No,No,No,Yes,No,Not VIP,2018-01-24 09:29:34.720000+00:00,179273,web,109336,1,3,,1,3,12,247,96046,T4,,4,135560.0
146,105,Bags,5,5,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",26394,1,No,Yes,No,No,Yes,Not VIP,2018-01-16 16:30:56.113000+00:00,372751,web,26626,1,3,,2,2,17,85,26402,T4,T4,3,238900.0
147,11,Clothing,19,19,12,0.0,,60290,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 15:19:41.856000+00:00,83437,web,60829,924,4,,2,2,18,319,60304,T3,T4,3,68773.0
148,58,Clothing,9,9,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",61832,1,No,Yes,No,No,Yes,VIP,2018-01-10 20:37:48.816000+00:00,86761,web,69017,1,3,,2,9,18,186,61847,T1,T1,4,71343.0
149,497,Clothing,1,1,9,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",86349,1,No,Yes,No,Yes,No,Not VIP,2018-02-11 00:21:42.083000+00:00,278700,app,97741,1,1,,5,2,14,1201,86371,T2,T2,3,198085.0
150,185,Clothing,16,16,1,15.4853,Jackets and blazers,80309,1,No,No,No,No,No,Not VIP,2018-01-24 14:56:36.576000+00:00,404662,web,90528,1,4,,2,2,3,841,80328,T3,T4,3,269746.0
151,80,Clothing,56,56,11,17.0,Jackets and blazers,2884,1,Yes,No,No,Yes,No,Not VIP,2018-01-01 14:28:43.470000+00:00,2088,web,2971,1,4,,2,2,35,38,2887,T4,,3,2001.0
152,504,Clothing,4,4,1,0.0,N/D,32522,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 07:57:36.826000+00:00,44191,web,35525,921,3,,5,3,14,335,32531,T1,T1,3,18808.0
153,11,Clothing,3,3,4,0.0," T-shirts, singlets and other vests",12804,1,Yes,Yes,No,No,No,Not VIP,2018-02-06 12:31:57.663000+00:00,253333,app,32141,1,2,,2,2,8,85,12811,T4,T4,3,115733.0
154,105,Bags,1,1,1,12.6688,"Handbags, whether or not with shoulder strap, including those without handle",57826,1,No,Yes,No,No,Yes,Not VIP,2018-02-12 21:20:01.500000+00:00,398478,web,64346,1,1,,2,2,17,1092,57839,T3,T3,4,215290.0
155,92,Clothing,25,25,1,0.0," T-shirts, singlets and other vests",122231,1,No,Yes,No,No,No,VIP,2018-02-10 11:18:40.156000+00:00,275927,,141841,1,3,,2,2,3,44,122260,T1,T2,3,6786.0
156,80,Clothing,85,85,11,17.0," T-shirts, singlets and other vests",3760,1,No,Yes,No,Yes,Yes,VIP,2018-01-09 17:44:14.020000+00:00,72169,web,3883,924,3,,2,2,18,270,3764,T1,T1,3,60150.0
157,81,Clothing,4,4,1,0.0,Dresses,149452,1,Yes,No,No,No,Yes,Not VIP,2018-02-13 12:53:01.190000+00:00,290079,web,175752,1,3,,1,3,42,1214,149485,,,2,205224.0
158,106,Clothing,17,17,2,24.3652,Skirts,74007,1,No,Yes,No,Yes,No,Not VIP,2018-01-13 06:03:57.090000+00:00,115857,,83066,924,4,,2,2,8,24,74025,T4,T4,3,28459.0
159,1328,Bags,12,12,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",128615,1,Yes,Yes,No,No,No,Not VIP,2018-02-14 15:51:29.476000+00:00,295754,app,149826,1,4,,2,2,17,15,128645,T4,T4,3,208588.0
160,46,Clothing,1,1,4,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",2629,1,Yes,Yes,No,No,No,VIP,2018-02-07 22:18:33.603000+00:00,392174,web,2706,1,1,,2,2,150,33,2632,T2,T2,4,106558.0
161,5,Shoes,1,1,1,5.0083,Footwear with outer soles of rubber or plastics,1277,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 19:42:21.560000+00:00,58795,web,1306,1,1,,2,2,23,197,1279,T4,,3,50027.0
162,198,Bags,3,3,1,0.0,Articles of a kind normally carried in the pocket or in the handbag,35186,1,No,No,No,No,No,Not VIP,2018-02-01 00:28:26.700000+00:00,389618,web,38553,1,2,,2,2,6,44,35195,,,3,262575.0
163,9,Homeware,1,1,1,0.0,N/D,13129,1,Yes,Yes,No,No,Yes,VIP New,2018-01-30 09:15:33.560000+00:00,213382,,13908,1,1,,2,2,17,190,13136,VIP,VIP,3,135106.0
164,390,Shoes,45,45,86,0.0,Other footwear with outer soles of leather,148329,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-18 14:59:02.460000+00:00,146470,,174400,1,4,,2,2,5,302,148362,VIP,T1,3,113489.0
165,17,Clothing,24,24,12,0.0," T-shirts, singlets and other vests",8080,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-02 21:10:29.126000+00:00,390811,web,8471,1,3,,1,3,14,11,8085,T4,T4,3,263185.0
166,936,Clothing,11,11,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",131961,1,No,Yes,No,Yes,No,Not VIP,2018-02-17 10:34:16.353000+00:00,308773,web,153944,1,3,,1,3,75,78,131991,T4,T4,3,198910.0
167,50,Clothing,6,6,20,0.0,,72537,1,No,No,No,No,No,Not VIP,2018-01-21 10:41:16.443000+00:00,161941,app,83223,1,4,,4,2,14,48,72555,T4,,3,123976.0
168,2,Accessories,3,3,1,0.0,N/D,31230,1,Yes,Yes,No,No,No,Not VIP,2018-01-08 12:22:40.553000+00:00,50882,,10469,1,2,,2,2,6,189,31238,T2,T3,4,43796.0
169,4,Clothing,63,63,20,0.0,N/D,27960,1,Yes,Yes,No,No,Yes,VIP New,2018-01-08 10:27:24.250000+00:00,48493,web,30382,921,3,,1,3,35,22,27968,T1,T2,3,41903.0
170,560,Shoes,4,4,26,0.0,Other footwear,143817,1,Yes,Yes,No,No,No,VIP New,2018-01-22 10:38:18.423000+00:00,167679,,168679,1,3,,2,2,549,1201,143849,VIP,VIP,6,6843.0
171,318,Shoes,12,12,29,28.7029,Other footwear,122277,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-09 14:28:53.840000+00:00,271462,web,141895,1,4,,2,2,5,344,122306,T4,,3,193577.0
172,53,Clothing,12,12,1,0.0," T-shirts, singlets and other vests",82262,1,No,No,No,No,No,Not VIP,2018-01-17 02:44:29.666000+00:00,137359,,92913,1,4,,2,2,2,79,82282,T4,T4,3,95031.0
173,406,Clothing,20,20,62,0.0,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",92598,1,Yes,Yes,No,No,No,Not VIP,2018-01-25 16:16:18.610000+00:00,382454,app,105179,1,3,,2,2,18,622,92620,T4,T4,3,258976.0
174,656,Shoes,1,1,1,5.0083,N/D,153240,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-31 21:25:28.866000+00:00,223032,,180348,3943,1,,2,2,38,78,153273,T1,T1,6,19765.0
175,106,Clothing,4,4,2,55.3882,Dresses,139080,1,No,Yes,No,No,Yes,VIP New,2018-02-05 18:16:47.246000+00:00,387118,web,162750,3943,3,,2,2,69,666,139110,T1,T1,3,34729.0
176,126,Shoes,16,16,1,34.1055,Other footwear with outer soles of leather,75573,1,No,No,No,Yes,No,Not VIP,2018-01-26 14:35:19.086000+00:00,371433,web,173835,1,4,,2,2,241,9,75591,,,3,253375.0
177,6,Jewellery,12,12,1,36.8937,"Of base metal, whether or not plated with precious metal",156743,1,Yes,No,No,No,No,Not VIP,2018-01-19 10:14:42.920000+00:00,404918,app,184618,1,4,,2,2,6,22,156776,,,3,269868.0
178,337,Shoes,9,9,1,0.0,,131359,1,Yes,Yes,No,No,Yes,VIP New,2018-02-16 20:29:55.240000+00:00,306644,web,113475,1,3,,1,3,11,249,131389,VIP,VIP,4,78749.0
179,65,Clothing,11,11,20,0.0,,105829,1,No,Yes,No,No,No,Not VIP,2018-01-30 06:47:08.420000+00:00,212854,web,121451,1,3,,1,3,29,1218,105851,T4,,3,157425.0
180,326,Shoes,9,9,1,0.0,Footwear with outer soles of rubber or plastics,7685,1,No,Yes,No,Yes,No,Not VIP,2018-01-02 12:10:05.193000+00:00,6270,web,8060,1,3,,2,2,38,11,7690,T3,T4,4,5861.0
181,1140,Clothing,9,9,14,0.0," T-shirts, singlets and other vests",11166,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-05 21:18:04.053000+00:00,28377,web,28374,1,3,,5,3,405,148,11171,T4,T4,3,25189.0
182,337,Shoes,1,1,1,5.0083,Footwear with outer soles of rubber or plastics,6669,1,Yes,Yes,No,No,No,Not VIP,2018-01-30 02:30:04.030000+00:00,396197,web,181779,1,1,,2,2,5,286,6673,,,4,265788.0
183,155,Clothing,4,4,20,0.0,,54405,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 09:16:53.596000+00:00,46707,web,60430,921,3,,1,3,43,75,54417,T4,T4,3,40455.0
184,1203,Bags,19,19,24,0.0,"Handbags, whether or not with shoulder strap, including those without handle",2264,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-09 04:00:12.806000+00:00,268930,web,141101,1,4,,2,2,17,1100,2267,VIP,VIP,6,2247.0
185,14,Shoes,5,5,20,0.0,,6426,1,No,No,No,Yes,No,Not VIP,2018-01-04 21:19:52.080000+00:00,385207,web,5406,1,3,,2,2,158,39,6430,T4,T4,3,260323.0
186,189,Shoes,3,3,2,0.0,,79755,1,No,No,No,No,Yes,Not VIP,2018-01-22 04:53:47.150000+00:00,392461,web,17144,1,2,,2,2,121,249,79774,,,4,138144.0
187,2,Homeware,4,4,1,0.0,Articles of a kind normally carried in the pocket or in the handbag,104679,1,No,Yes,No,No,Yes,VIP,2018-02-09 19:49:54.993000+00:00,273070,app,119998,1,3,,2,2,6,330,104701,T2,T2,4,179544.0
188,323,Bags,4,4,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",130400,1,Yes,Yes,No,Yes,No,Not VIP,2018-02-16 03:14:54.156000+00:00,302881,,151995,1,3,,2,2,17,86,130430,T3,T4,4,213015.0
189,87,Accessories,4,4,2,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",317,1,No,No,No,No,No,Not VIP,2018-01-30 17:16:27.906000+00:00,215742,web,319,1,3,,2,2,1,211,318,T4,,3,159186.0
190,36,Bags,19,19,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",91875,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 09:04:02.426000+00:00,385021,web,104297,921,4,,2,2,17,103,91897,,,3,260234.0
191,170,Bags,5,5,1,0.0,"Handbags, whether or not with shoulder strap, including those without handle",79757,1,No,No,No,No,No,Not VIP,2018-01-15 20:27:23.670000+00:00,130004,app,89863,1693,3,,2,2,17,607,79776,T4,,3,102203.0
192,92,Accessories,25,25,1,0.0,"Other e.g. braces, suspenders, garters and similar articles",14577,1,Yes,Yes,No,No,No,VIP New,2018-01-10 17:30:06.090000+00:00,377784,web,78219,1,3,,1,7,74,91,14584,T2,T2,3,24170.0
193,314,Jewellery,9,9,2,0.0,"Of base metal, whether or not plated with precious metal",1401,1,No,No,No,No,Yes,Not VIP,2018-02-03 13:18:50.486000+00:00,237294,app,1431,1,3,,1,3,17,336,1403,T2,T2,3,172509.0
194,575,Shoes,9,9,1,0.0,Other footwear,121938,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 09:36:14.743000+00:00,47242,web,141467,921,3,,2,2,25,30,121967,T4,T4,3,40900.0
195,40,Shoes,16,16,1,34.1055,Other footwear,35128,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 13:14:46.413000+00:00,403030,app,38493,921,4,,2,2,5,360,35137,T4,T4,3,103617.0
196,462,Teen Boy Clothing,29,29,6,0.0,"Trousers, overalls, shorts",121107,1,No,Yes,No,No,No,Not VIP,2018-01-04 20:55:26.746000+00:00,390927,web,180046,1,3,,4,2,303,203,121135,,,3,263240.0
197,2085,Clothing,1,1,36,5.0083,"Blouses, shirts and shirt-blouses",66446,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-19 20:54:48.426000+00:00,400763,web,74337,1,1,,2,2,382,1110,66463,T1,T1,4,110835.0
198,28,Clothing,9,9,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",113145,1,No,Yes,No,No,Yes,Not VIP,2018-02-07 21:16:47.253000+00:00,372674,app,130461,1,3,,1,3,3,238,113171,,,4,205654.0
199,211,Shoes,1,1,26,0.0,Footwear with outer soles of rubber or plastics,97491,1,No,Yes,No,No,No,Not VIP,2018-01-26 03:58:08.430000+00:00,190423,app,111182,1,1,,1,1,265,46,97514,T4,,3,142798.0
200,189,Clothing,19,19,20,0.0,,152114,1,No,Yes,No,No,No,Not VIP,2018-01-17 08:44:25.756000+00:00,387607,web,79652,1,4,,2,2,344,106,152147,T2,T2,3,87075.0
201,11,Clothing,4,4,4,5.8485," T-shirts, singlets and other vests",79970,1,Yes,Yes,No,No,No,VIP New,2018-01-15 22:49:36.150000+00:00,130633,app,90118,1,3,,2,2,3,328,79989,T1,T1,3,14299.0
202,87,Clothing,60,60,1,0.0," T-shirts, singlets and other vests",7855,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-10 21:07:43.400000+00:00,87079,,8236,924,3,,2,2,27,231,7860,T4,,3,71593.0
203,20,Clothing,35,35,4,0.0," T-shirts, singlets and other vests",2677,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 14:57:06.880000+00:00,54323,app,2757,921,4,,2,2,19,143,2680,T4,T4,4,16506.0
204,28,Homeware,16,16,20,12.54,,117012,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-17 23:43:16.186000+00:00,311605,web,135219,1,4,,4,2,17,20,117041,VIP,VIP,6,14752.0
205,174,Accessories,4,4,1,0.0,"Other e.g. braces, suspenders, garters and similar articles",153411,1,Yes,Yes,No,Yes,Yes,VIP,2018-01-18 11:07:20.603000+00:00,145394,web,180559,1,3,,1,3,6,85,153444,T3,T4,3,112769.0
206,162,Clothing,17,17,1,24.3652,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",8473,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-02 14:54:58.613000+00:00,7107,app,8912,1,4,,2,2,9,11,8478,T1,T1,3,6575.0
207,123,Clothing,1,1,2,0.0,"Trousers, overalls, shorts",47781,1,No,No,No,No,No,Not VIP,2018-01-22 21:12:21.670000+00:00,170789,web,52844,1,1,,2,2,27,116,47793,T4,,4,130011.0
208,87,Clothing,61,61,1,0.0,N/D,821,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 21:26:13.346000+00:00,60003,web,31596,921,3,,2,2,27,364,823,T1,T1,4,50990.0
209,19,Shoes,3,3,34,0.0,Footwear with outer soles of rubber or plastics,48468,1,No,No,No,No,Yes,Not VIP,2018-02-16 13:03:20.430000+00:00,304760,app,95083,1,2,,2,2,53,73,48480,T4,T4,4,214129.0
210,28,Shoes,1,1,1,5.0083,Footwear with outer soles of rubber or plastics,28314,1,Yes,Yes,No,No,No,VIP New,2018-01-16 17:26:01.290000+00:00,134805,web,30780,1,1,,2,2,5,85,28322,T1,T1,3,105488.0
211,279,Baby Girl Clothing,27,27,2,0.0,"Babies' T-shirts, singlets and similar garments, except those imported as parts of sets",24781,1,Yes,Yes,No,No,Yes,VIP@Feb14,2018-01-18 03:02:16.296000+00:00,143603,web,26779,1,3,,2,2,340,203,24789,VIP,VIP,6,50104.0
212,602,Girls Clothing,1,1,4,0.0,Dresses,154794,1,No,Yes,No,Yes,No,Not VIP,2018-01-06 13:54:11.570000+00:00,397513,web,182211,7464,1,,1,1,49,423,154826,T4,T4,3,111559.0
213,554,Clothing,7,7,8,0.0,Dresses,26678,0,No,Yes,No,No,Yes,Not VIP,2018-01-15 19:43:34.210000+00:00,129795,web,77814,1,1,,3,4,421,755,26686,T4,,4,102050.0
214,159,Shoes,24,24,1,0.0,Footwear with outer soles of rubber or plastics,10463,1,No,Yes,No,Yes,No,Not VIP,2018-01-01 17:01:45.753000+00:00,2658,web,31210,1,3,,1,3,31,11,10469,T4,,4,2546.0
215,538,Clothing,24,24,12,0.0,,152150,1,No,Yes,No,Yes,No,Not VIP,2018-01-28 13:14:17.233000+00:00,390993,web,178993,1,3,,1,3,201,1216,152183,,,3,254522.0
216,86,Clothing,5,5,3,0.0,"Coats: overcoats, raincoat, cape, cloaks and similar articles",4271,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-23 21:22:10.590000+00:00,176755,web,108401,1,3,,2,2,47,152,4275,T4,,3,133949.0
217,243,Clothing,9,9,1,0.0,Skirts,92619,1,No,No,No,Yes,Yes,Not VIP,2018-01-16 19:31:48.953000+00:00,135481,web,105205,1,3,,2,2,42,132,92641,T3,T4,3,105959.0
218,2213,Accessories,20,20,10,0.0,Sunglasses,147710,1,No,Yes,No,No,No,Not VIP,2018-02-14 08:31:51.590000+00:00,370787,web,176082,1,3,,2,5,539,259,147742,T4,T4,3,138876.0
219,146,Girls Clothing,17,17,10,0.0,"T-shirts, singlets and other vests",65833,1,Yes,No,No,No,No,Not VIP,2018-02-07 11:41:33.916000+00:00,258900,,73642,4490,4,,2,2,65,1077,65850,T4,,3,185908.0
220,455,Shoes,1,1,26,5.0083,Footwear with outer soles of rubber or plastics,111559,1,No,Yes,No,No,No,Not VIP,2018-02-02 16:26:56.626000+00:00,372133,web,128497,1,1,,2,2,377,106,111585,T4,T4,3,49202.0
221,50,Clothing,2,2,20,33.3833,,25372,1,Yes,Yes,No,No,Yes,VIP New,2018-01-05 17:56:54.396000+00:00,27293,app,27477,1,1,,2,2,9,561,25380,VIP,VIP,6,7941.0
222,142,Clothing,17,17,21,24.3652,Skirts,53018,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-22 06:03:46.453000+00:00,381333,,144279,1,4,,2,2,18,15,53030,VIP,VIP,6,6758.0
223,532,Clothing,9,9,51,0.0,Brassi?res,33341,1,No,No,No,No,No,Not VIP,2018-01-24 12:54:43.673000+00:00,400904,,36479,1,3,,1,3,19,143,33350,,,3,267989.0
224,46,Clothing,1,1,21,5.0083,Skirts,32462,1,No,Yes,No,Yes,No,Not VIP,2018-01-22 13:17:02.213000+00:00,375261,web,175027,1,1,,2,2,13,22,32471,T4,T4,4,255330.0
225,87,Clothing,9,9,1,0.0,"Trousers, overalls, shorts",12500,1,No,No,Yes,Yes,No,Not VIP,2018-01-21 14:43:54.013000+00:00,163040,web,13223,1,3,,2,2,42,197,12507,VIP,VIP,4,124683.0
226,2,Clothing,17,17,1,24.3652,"Trousers, overalls, shorts",15953,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-08 14:45:02.193000+00:00,54066,web,16990,921,4,,2,2,114,208,15960,VIP,VIP,6,27014.0
227,83,Accessories,9,9,26,0.0,,31638,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-08 09:58:45.080000+00:00,264340,web,126578,1,3,,1,3,17,286,31646,T4,,3,189210.0
228,1289,Clothing,5,5,24,0.0,"Trousers, overalls, shorts",119451,1,No,Yes,No,No,No,Not VIP,2018-01-26 14:03:55.026000+00:00,391158,,138330,1,3,,2,2,27,305,119479,T2,T2,3,186751.0
229,542,Clothing,7,7,8,0.0,Jackets and blazers,78289,0,No,Yes,No,Yes,Yes,Not VIP,2018-01-18 17:31:41.856000+00:00,386255,web,137916,437,1,,4,4,401,973,78307,,,4,260870.0
230,173,Shoes,3,3,2,0.0,Other footwear,31399,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 09:46:49.583000+00:00,47501,app,34264,921,2,,2,2,11,30,31407,T4,T4,3,41108.0
231,33,Clothing,3,3,4,0.0,"Trousers, overalls, shorts",90472,1,Yes,Yes,No,No,Yes,VIP New,2018-01-30 04:38:30.273000+00:00,212451,web,102644,1,2,,2,2,2,634,90494,VIP,T1,6,94134.0
232,2,Clothing,12,12,4,33.3833," T-shirts, singlets and other vests",2043,1,No,Yes,No,No,No,Not VIP,2018-01-11 23:44:14.606000+00:00,100257,app,2100,1,4,,2,2,3,2,2046,T3,T3,3,81185.0
233,80,Clothing,19,19,11,0.0," T-shirts, singlets and other vests",39875,1,No,Yes,No,No,No,Not VIP,2018-02-11 05:04:30.833000+00:00,279316,web,43856,1,4,,2,2,19,22,39885,T4,,3,198456.0
234,99,Shoes,58,58,26,0.0,Footwear with outer soles of rubber or plastics,2951,1,No,Yes,No,Yes,No,Not VIP,2018-01-09 20:52:26.290000+00:00,74021,,3041,921,3,,2,2,275,139,2954,T3,T4,3,33294.0
235,48,Clothing,55,55,17,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",28561,1,No,No,No,Yes,Yes,Not VIP,2018-01-08 12:06:41.850000+00:00,375063,app,26854,921,3,,2,2,3,71,28569,T4,T4,3,135921.0
